,lat,lon
0,6.659182741211195,3.280092588548233
1,6.641440000000046,3.293230000000051
2,6.628070000000037,3.32078000000007
3,6.555500010287162,3.339960008552282
4,6.641340000000071,3.75541000000004
5,6.552404141204409,3.328860801747417
6,6.462752496104273,3.323585075510418
7,6.46652000000006,3.342990000000043
8,6.459870000000024,3.330040000000054
9,6.525370000000066,3.396570000000054
10,6.684350000000052,3.274320000000046
11,6.458012770688914,3.281220029086685
12,6.443300000000022,3.368730000000028
13,6.442950000000053,3.37119000000007
14,6.433100000000024,2.905100000000061
15,6.413910000000044,2.897240000000068
16,6.542950000000076,3.375810000000058
17,6.454070000000058,3.394670000000076
18,6.601960000000076,3.305530000000033
19,6.602330000000052,3.306190000000072
20,6.610120000000052,3.309680000000071
21,6.604650000000049,3.285980000000052
22,6.598307377761806,3.299997905595123
23,6.583750000000066,3.975530000000049
24,6.47583000000003,3.289670000000058
25,6.469700000000046,3.282990000000041
26,6.469700000000046,3.282990000000041
27,6.553090000000054,3.39229000000006
28,6.556700000000035,3.395400000000052
29,6.451979985671102,3.211050025751376
30,6.566230000000076,3.274600000000021
31,6.496660000000077,3.120800000000031
32,6.657680000000028,3.318400000000054
33,6.526670000000024,3.325830000000053
34,6.599770000000035,3.353150000000028
35,6.573070492723805,3.353646078889226
36,6.608892930482422,3.351922152219164
37,6.60149403117007,3.352100607972138
38,6.495691481641186,3.371920215791628
39,6.599820000000022,3.350280000000055
40,6.608820000000037,3.342900000000043
41,6.589560000000063,3.36158000000006
42,6.586560000000077,3.521890000000042
43,6.648384163441637,3.477662453712208
44,6.650000000000034,3.583330000000046
45,6.600000000000023,3.500000000000057
46,6.624827569980707,3.482104246381087
47,6.56421000000006,3.597150000000056
48,6.573000000000036,3.59250000000003
49,6.550080000000037,3.26636000000002
50,6.588720007142385,3.282099982389298
51,6.44972000000007,3.087440000000072
52,6.452540000000056,3.435840000000042
53,6.452540000000056,3.435840000000042
54,6.445750000000032,3.437430000000063
55,6.522940000000062,3.337220000000059
56,6.548610002057913,3.361620019824073
57,6.56421000000006,3.356280000000027
58,6.608840000000043,3.254480000000058
59,6.555864706723604,3.361722386781354
60,6.632900000000063,3.391740000000027
61,6.53823002080351,3.328440004646978
62,6.609990000000039,3.319960000000037
63,6.594352464076799,3.395463547492384
64,6.600350000000049,3.389760000000024
65,6.603800000000035,3.382600000000025
66,6.59337000000005,3.389640000000043
67,6.601716792958747,3.385628131563789
68,6.587583116206535,3.394523946345994
69,6.448302214302636,3.39820852914938
70,6.433710000000076,3.460530000000063
71,6.43625300344921,3.480646626342234
72,6.46962000000002,3.562870000000032
73,6.450350000000071,3.475130000000036
74,6.46962000000002,3.562870000000032
75,6.40948000000003,4.09152000000006
76,6.40948000000003,4.09152000000006
77,6.435416618406694,3.499546115814114
78,6.439920000000029,3.469670000000065
79,6.473140000000058,3.565310000000068
80,6.433330000000069,3.850000000000023
81,6.558835880835111,3.333905204453969
82,6.517390011119375,3.229289969070493
83,6.618850000000066,3.365690000000029
84,6.587030000000027,3.357080000000053
85,6.535920000000033,3.339980000000025
86,6.448870000000056,3.404080000000022
87,6.549840000000074,3.369780000000048
88,6.632110000000068,3.340250000000026
89,6.6390911004314,3.359757776331592
90,6.628800000000069,3.337900000000047
91,6.630540004293692,3.346650024571773
92,6.644270000000063,3.364070000000027
93,6.644400000000076,3.36396000000002
94,6.631740000000036,3.361770000000035
95,6.649408743003038,3.35785496957113
96,6.663600000000031,3.289490000000058
97,6.670426746901639,3.31745230015151
98,6.586750000000052,3.384610000000066
99,6.575199997320397,3.392259983062871
100,6.569470000000024,3.395200000000045
101,6.464210000000037,3.182200000000023
102,6.510560000000055,3.311000000000035
103,6.44780025572882,3.335819682111191
104,6.574620000000039,3.342510000000061
105,6.540650001978804,3.36436798737578
106,6.499220014782253,3.350070008705416
107,6.503751900004365,3.357488790932945
108,6.507510000000025,3.344270000000051
109,6.50296000000003,3.359520000000032
110,6.503570000000025,3.35167000000007
111,6.501680019545219,3.387220028502497
112,6.492339981017793,3.346839958497725
113,6.503700000000038,3.359770000000026
114,6.49735998664859,3.360229965001452
115,6.496800000000064,3.334390000000042
116,6.509795031187139,3.351997511567574
117,6.509170004403757,3.359439970627164
118,6.50073998910409,3.38185996905986
119,6.424130000000048,3.415290000000027
120,6.454430000000059,3.180520000000058
121,6.430613973244305,3.413388897376551
122,6.442259167596217,3.400852941738841
123,6.425289994303739,3.416489969667282
124,6.433310000000063,3.420150000000035
125,6.427040009958219,3.42215001742457
126,6.433149998277955,3.435974752806141
